# Date / Time Dis-charge, ft3/s,
02/22/2016 14:00   CST 5,210P
02/22/2016 14:15   CST 5,210P
02/22/2016 14:30   CST 5,210P
02/22/2016 14:45   CST 5,210P
02/22/2016 15:00   CST 5,140P
02/22/2016 15:15   CST 5,090P
02/22/2016 15:30   CST 5,090P
02/22/2016 15:45   CST 5,090P
02/22/2016 16:00   CST 5,090P
02/22/2016 16:15   CST 5,070P
02/22/2016 16:30   CST 5,070P
02/22/2016 16:45   CST 5,090P
02/22/2016 17:00   CST 5,090P
02/22/2016 17:15   CST 5,120P
02/22/2016 17:30   CST 5,210P
02/22/2016 17:45   CST 5,160P
02/22/2016 18:00   CST 5,140P
02/22/2016 18:15   CST 5,160P
02/22/2016 18:30   CST 5,140P
02/22/2016 18:45   CST 5,140P
02/22/2016 19:00   CST 5,120P
02/22/2016 19:15   CST 5,120P
02/22/2016 19:30   CST 5,120P
02/22/2016 19:45   CST 5,120P
02/22/2016 20:00   CST 5,090P
02/22/2016 20:15   CST 5,090P
02/22/2016 20:30   CST 5,090P
02/22/2016 20:45   CST 5,090P
02/22/2016 21:00   CST 5,090P
02/22/2016 21:15   CST 5,090P
02/22/2016 21:30   CST 5,090P
02/22/2016 21:45   CST 5,090P
02/22/2016 22:00   CST 5,090P
02/22/2016 22:15   CST 5,090P
02/22/2016 22:30   CST 5,090P
02/22/2016 22:45   CST 5,090P
02/22/2016 23:00   CST 5,090P
02/22/2016 23:15   CST 5,120P
02/22/2016 23:30   CST 5,090P
02/22/2016 23:45   CST 5,090P
02/23/2016 00:00   CST 5,120P
02/23/2016 00:15   CST 5,090P
02/23/2016 00:30   CST 5,120P
02/23/2016 00:45   CST 5,120P
02/23/2016 01:00   CST 5,120P
02/23/2016 01:15   CST 5,120P
02/23/2016 01:30   CST 5,120P
02/23/2016 01:45   CST 5,120P
02/23/2016 02:00   CST 5,120P
02/23/2016 02:15   CST 5,120P
02/23/2016 02:30   CST 5,090P
02/23/2016 02:45   CST 5,120P
02/23/2016 03:00   CST 5,090P
02/23/2016 03:15   CST 5,120P
02/23/2016 03:30   CST 5,090P
02/23/2016 03:45   CST 5,120P
02/23/2016 04:00   CST 5,090P
02/23/2016 04:15   CST 5,120P
02/23/2016 04:30   CST 5,120P
02/23/2016 04:45   CST 5,120P
02/23/2016 05:00   CST 5,120P
02/23/2016 05:15   CST 5,120P
02/23/2016 05:30   CST 5,120P
02/23/2016 05:45   CST 5,120P
02/23/2016 06:00   CST 5,120P
02/23/2016 06:15   CST 5,120P
02/23/2016 06:30   CST 5,120P
02/23/2016 06:45   CST 5,120P
02/23/2016 07:00   CST 5,120P
02/23/2016 07:15   CST 5,090P
02/23/2016 07:30   CST 5,120P
02/23/2016 07:45   CST 5,120P
02/23/2016 08:00   CST 5,190P
02/23/2016 08:15   CST 5,210P
02/23/2016 08:30   CST 5,240P
02/23/2016 08:45   CST 5,210P
02/23/2016 09:00   CST 5,240P
02/23/2016 09:15   CST 5,240P
02/23/2016 09:30   CST 5,240P
02/23/2016 09:45   CST 5,210P
02/23/2016 10:00   CST 5,240P
02/23/2016 10:15   CST 5,210P
02/23/2016 10:30   CST 5,190P
02/23/2016 10:45   CST 5,240P
02/23/2016 11:00   CST 5,260P
02/23/2016 11:15   CST 5,210P
02/23/2016 11:30   CST 5,210P
02/23/2016 11:45   CST 5,240P
02/23/2016 12:00   CST 5,240P
02/23/2016 12:15   CST 5,240P
02/23/2016 12:30   CST 5,260P
02/23/2016 12:45   CST 5,260P
02/23/2016 13:00   CST 5,260P
02/23/2016 13:15   CST 5,260P
02/23/2016 13:30   CST 5,260P
02/23/2016 13:45   CST 5,380P
02/23/2016 14:00   CST 5,430P
02/23/2016 14:15   CST 5,410P
02/23/2016 14:30   CST 5,330P
02/23/2016 14:45   CST 5,360P
02/23/2016 15:00   CST 5,360P
02/23/2016 15:15   CST 5,140P
02/23/2016 15:30   CST 5,070P
02/23/2016 15:45   CST 5,020P
02/23/2016 16:00   CST 5,000P
02/23/2016 16:15   CST 4,970P
02/23/2016 16:30   CST 4,970P
02/23/2016 16:45   CST 4,970P
02/23/2016 17:00   CST 5,000P
02/23/2016 17:15   CST 4,970P
02/23/2016 17:30   CST 4,970P
02/23/2016 17:45   CST 5,000P
02/23/2016 18:00   CST 5,000P
02/23/2016 18:15   CST 5,000P
02/23/2016 18:30   CST 4,970P
02/23/2016 18:45   CST 5,000P
02/23/2016 19:00   CST 5,000P
02/23/2016 19:15   CST 5,000P
02/23/2016 19:30   CST 5,000P
02/23/2016 19:45   CST 5,000P
02/23/2016 20:00   CST 5,000P
