# Date / Time Dis-charge, ft3/s,
03/20/2015 00:00   CDT 12,000A
03/20/2015 00:15   CDT 12,600A
03/20/2015 00:30   CDT 12,200A
03/20/2015 00:45   CDT 12,100A
03/20/2015 01:00   CDT 12,100A
03/20/2015 01:15   CDT 12,000A
03/20/2015 01:30   CDT 11,900A
03/20/2015 01:45   CDT 12,500A
03/20/2015 02:00   CDT 12,400A
03/20/2015 02:15   CDT 12,000A
03/20/2015 02:30   CDT 12,200A
03/20/2015 02:45   CDT 12,300A
03/20/2015 03:00   CDT 12,500A
03/20/2015 03:15   CDT 12,100A
03/20/2015 03:30   CDT 12,300A
03/20/2015 03:45   CDT 12,100A
03/20/2015 04:00   CDT 12,400A
03/20/2015 04:15   CDT 12,200A
03/20/2015 04:30   CDT 12,200A
03/20/2015 04:45   CDT 12,600A
03/20/2015 05:00   CDT 12,100A
03/20/2015 05:15   CDT 12,500A
03/20/2015 05:30   CDT 12,200A
03/20/2015 05:45   CDT 12,500A
03/20/2015 06:00   CDT 12,200A
03/20/2015 06:15   CDT 12,400A
03/20/2015 06:30   CDT 12,300A
03/20/2015 06:45   CDT 12,600A
03/20/2015 07:00   CDT 12,700A
03/20/2015 07:15   CDT 12,100A
03/20/2015 07:30   CDT 12,100A
03/20/2015 07:45   CDT 12,500A
03/20/2015 08:00   CDT 12,900A
03/20/2015 08:15   CDT 12,400A
03/20/2015 08:30   CDT 12,600A
03/20/2015 08:45   CDT 12,300A
03/20/2015 09:00   CDT 12,600A
03/20/2015 09:15   CDT 12,800A
03/20/2015 09:30   CDT 12,700A
03/20/2015 09:45   CDT 12,700A
03/20/2015 10:00   CDT 13,000A
03/20/2015 10:15   CDT 12,800A
03/20/2015 10:30   CDT 11,900A
03/20/2015 10:45   CDT 9,980A
03/20/2015 11:00   CDT 12,000A
03/20/2015 11:15   CDT 12,400A
03/20/2015 11:30   CDT 12,700A
03/20/2015 11:45   CDT 12,600A
03/20/2015 12:00   CDT 13,000A
03/20/2015 12:15   CDT 12,400A
03/20/2015 12:30   CDT 12,900A
03/20/2015 12:45   CDT 12,700A
03/20/2015 13:00   CDT 12,200A
03/20/2015 13:15   CDT 12,500A
03/20/2015 13:30   CDT 11,800A
03/20/2015 13:45   CDT 12,400A
03/20/2015 14:00   CDT 12,100A
03/20/2015 14:15   CDT 11,500A
03/20/2015 14:30   CDT 11,600A
03/20/2015 14:45   CDT 12,100A
03/20/2015 15:00   CDT 12,800A
03/20/2015 15:15   CDT 12,600A
03/20/2015 15:30   CDT 12,400A
03/20/2015 15:45   CDT 12,600A
03/20/2015 16:00   CDT 11,900A
03/20/2015 16:15   CDT 11,600A
03/20/2015 16:30   CDT 11,600A
03/20/2015 16:45   CDT 11,700A
03/20/2015 17:00   CDT 12,100A
03/20/2015 17:15   CDT 12,500A
03/20/2015 17:30   CDT 12,500A
03/20/2015 17:45   CDT 11,900A
03/20/2015 18:00   CDT 11,700A
03/20/2015 18:15   CDT 11,800A
03/20/2015 18:30   CDT 11,700A
03/20/2015 18:45   CDT 12,200A
03/20/2015 19:00   CDT 11,500A
03/20/2015 19:15   CDT 11,600A
03/20/2015 19:30   CDT 11,800A
03/20/2015 19:45   CDT 11,900A
03/20/2015 20:00   CDT 11,900A
03/20/2015 20:15   CDT 11,900A
03/20/2015 20:30   CDT 11,800A
03/20/2015 20:45   CDT 12,200A
03/20/2015 21:00   CDT 12,700A
03/20/2015 21:15   CDT 12,500A
03/20/2015 21:30   CDT 12,200A
03/20/2015 21:45   CDT 12,300A
03/20/2015 22:00   CDT 12,400A
03/20/2015 22:15   CDT 12,600A
03/20/2015 22:30   CDT 12,400A
03/20/2015 22:45   CDT 12,400A
03/20/2015 23:00   CDT 12,500A
03/20/2015 23:15   CDT 12,500A
03/20/2015 23:30   CDT 12,400A
03/20/2015 23:45   CDT 12,200A
03/21/2015 00:00   CDT 13,000A
03/21/2015 00:15   CDT 12,300A
03/21/2015 00:30   CDT 12,200A
03/21/2015 00:45   CDT 12,200A
03/21/2015 01:00   CDT 12,400A
03/21/2015 01:15   CDT 12,400A
03/21/2015 01:30   CDT 12,400A
03/21/2015 01:45   CDT 12,400A
03/21/2015 02:00   CDT 12,300A
03/21/2015 02:15   CDT 12,900A
03/21/2015 02:30   CDT 13,000A
03/21/2015 02:45   CDT 12,300A
03/21/2015 03:00   CDT 12,400A
03/21/2015 03:15   CDT 12,400A
03/21/2015 03:30   CDT 12,300A
03/21/2015 03:45   CDT 12,300A
03/21/2015 04:00   CDT 12,300A
03/21/2015 04:15   CDT 12,500A
03/21/2015 04:30   CDT 12,200A
03/21/2015 04:45   CDT 12,300A
03/21/2015 05:00   CDT 12,500A
03/21/2015 05:15   CDT 12,500A
03/21/2015 05:30   CDT 12,100A
03/21/2015 05:45   CDT 12,400A
03/21/2015 06:00   CDT 11,900A
03/21/2015 06:15   CDT 12,300A
03/21/2015 06:30   CDT 12,100A
03/21/2015 06:45   CDT 11,700A
03/21/2015 07:00   CDT 12,200A
03/21/2015 07:15   CDT 11,700A
03/21/2015 07:30   CDT 12,900A
03/21/2015 07:45   CDT 11,400A
03/21/2015 08:00   CDT 12,100A
03/21/2015 08:15   CDT 11,800A
03/21/2015 08:30   CDT 12,000A
03/21/2015 08:45   CDT 11,600A
03/21/2015 09:00   CDT 12,200A
03/21/2015 09:15   CDT 11,500A
03/21/2015 09:30   CDT 12,200A
03/21/2015 09:45   CDT 12,000A
03/21/2015 10:00   CDT 11,200A
03/21/2015 10:15   CDT 11,400A
03/21/2015 10:30   CDT 11,700A
03/21/2015 10:45   CDT 11,500A
03/21/2015 11:00   CDT 11,200A
03/21/2015 11:15   CDT 11,500A
03/21/2015 11:30   CDT 12,100A
03/21/2015 11:45   CDT 11,500A
03/21/2015 12:00   CDT 11,800A
03/21/2015 12:15   CDT 11,500A
03/21/2015 12:30   CDT 11,500A
03/21/2015 12:45   CDT 11,700A
03/21/2015 13:00   CDT 12,000A
03/21/2015 13:15   CDT 11,400A
03/21/2015 13:30   CDT 11,100A
03/21/2015 13:45   CDT 11,600A
03/21/2015 14:00   CDT 11,700A
03/21/2015 14:15   CDT 11,600A
03/21/2015 14:30   CDT 11,600A
03/21/2015 14:45   CDT 11,400A
03/21/2015 15:00   CDT 11,700A
03/21/2015 15:15   CDT 11,400A
03/21/2015 15:30   CDT 11,300A
03/21/2015 15:45   CDT 11,400A
03/21/2015 16:00   CDT 11,300A
03/21/2015 16:15   CDT 10,900A
03/21/2015 16:30   CDT 11,700A
03/21/2015 16:45   CDT 11,300A
03/21/2015 17:00   CDT 11,600A
03/21/2015 17:15   CDT 10,900A
03/21/2015 17:30   CDT 11,300A
03/21/2015 17:45   CDT 11,000A
03/21/2015 18:00   CDT 11,000A
03/21/2015 18:15   CDT 10,900A
03/21/2015 18:30   CDT 11,300A
03/21/2015 18:45   CDT 10,800A
03/21/2015 19:00   CDT 11,100A
03/21/2015 19:15   CDT 11,100A
03/21/2015 19:30   CDT 11,300A
03/21/2015 19:45   CDT 11,000A
03/21/2015 20:00   CDT 11,000A
03/21/2015 20:15   CDT 11,000A
03/21/2015 20:30   CDT 10,900A
03/21/2015 20:45   CDT 11,200A
03/21/2015 21:00   CDT 11,000A
03/21/2015 21:15   CDT 11,000A
