Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 01/30  01:00:00,0.976492143960812,9.97120646718515,0.000000000000000E+000,9.52562150966105,0.000000000000000E+000,0.262271649725317,0.262271649725317,0.262271649725317,0.161612925425957,3.521133876479848E-002,8.636931076758889E-002,0.413914905587548,0.417075445131020 
 01/30  02:00:00,0.863232874929389,10.4517049581565,0.000000000000000E+000,10.0954628276690,0.000000000000000E+000,0.277961253013041,0.277961253013041,0.277961253013041,9.427424132885273E-002,2.053995520145101E-002,7.223881327716383E-002,0.381106598419282,0.329992379284862 
 01/30  03:00:00,0.827931238558975,10.9514799156612,0.000000000000000E+000,10.6200852763949,0.000000000000000E+000,0.292405832295426,0.292405832295426,0.292405832295426,6.733872589355760E-002,1.467139266972975E-002,5.971530281942931E-002,0.376687971191233,0.305449233005141 
 01/30  04:00:00,0.827649420568798,11.3982126017826,0.000000000000000E+000,11.0604529676858,0.000000000000000E+000,0.304530601347339,0.304530601347339,0.304530601347339,6.733872589355760E-002,1.467139266972975E-002,5.261106845099969E-002,0.371385618517571,0.312179441765498 
 01/30  05:00:00,0.832332030286483,11.7636694898983,0.000000000000000E+000,11.3572232393459,0.000000000000000E+000,0.312701661750988,0.312701661750988,0.312701661750988,6.733872589355760E-002,1.467139266972975E-002,6.315175921409334E-002,0.357356477068514,0.381832353410180 
 01/30  06:00:00,0.892021678057319,12.2677752835174,0.000000000000000E+000,11.5546289612757,0.000000000000000E+000,0.318136889709941,0.318136889709941,0.318136889709941,6.733872589355760E-002,1.467139266972975E-002,7.598154876300982E-002,0.398781107331481,0.685679191273256 
 01/30  07:00:00,1.14224164290625,13.8522876617735,0.000000000000000E+000,12.5664567431196,0.000000000000000E+000,0.345995832175058,0.345995832175058,0.345995832175058,0.154879098812700,3.374420951484601E-002,0.129758134509170,0.460752354204875,1.25409534988114 
 01/30  08:00:00,1.44557852721548,13.4692382788454,0.000000000000000E+000,12.0228639564659,0.000000000000000E+000,0.331028937176149,0.331028937176149,0.331028937176149,0.316492024238656,6.895554827964449E-002,0.207406094963531,0.489583896867899,1.41265290286361 
 01/30  09:00:00,1.38354528936555,12.8347107126120,0.000000000000000E+000,11.4327785237018,0.000000000000000E+000,0.314781946911739,0.314781946911739,0.314781946911739,0.303024287419236,6.602127156697500E-002,0.268690864190452,0.413914905587548,1.37342267651704 
 01/30  10:00:00,1.19586887428944,12.4546357589185,0.000000000000000E+000,11.1800949025116,0.000000000000000E+000,0.307824736810445,0.307824736810445,0.307824736810445,0.154879098812700,3.374420951484601E-002,0.330033759705594,0.352275055756258,1.25027695594748 
 01/30  11:00:00,1.19593338567641,12.6611180567577,0.000000000000000E+000,11.5338695499034,0.000000000000000E+000,0.317565314924779,0.317565314924779,0.317565314924779,0.127943541580951,2.787563787674246E-002,0.344876895795482,0.360559981808849,1.10241395962953 
