Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Electricity [kWh](Hourly) 
 10/10  22:00:00,1.50216136709001,3.294678242543235E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.426430792236641,9.186452021734738E-002,0.211086897798320,0.478326716378109,0.277808427144397 
 10/10  23:00:00,1.13228101070268,2.863014087611910E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.296421365498483,6.385704140193225E-002,0.140854700817263,0.415657016150552,0.198846873519249 
 10/10  24:00:00,0.750155018177771,5.571685690830126E-002,0.000000000000000E+000,3.203536952136567E-002,0.000000000000000E+000,8.101900728736842E-004,8.101900728736842E-004,8.101900728736842E-004,0.150810919083199,3.248867199347680E-002,9.118414100106639E-002,0.343811664352345,0.114405418359611 
 10/11  01:00:00,0.604839212730339,0.231897466578855,0.000000000000000E+000,0.210093054653333,0.000000000000000E+000,5.331846195891489E-003,5.331846195891489E-003,5.331846195891489E-003,9.360675538534440E-002,2.016537788228940E-002,7.694702792945837E-002,0.316559979187506,7.558421283464829E-002 
 10/11  02:00:00,0.547676020098174,0.507170579981398,0.000000000000000E+000,0.485618972831826,0.000000000000000E+000,1.245466484645991E-002,1.245466484645991E-002,1.245466484645991E-002,6.240450093471887E-002,1.344358811519689E-002,6.437536283861907E-002,0.312889718559247,6.546417148873307E-002 
 10/11  03:00:00,0.545214377097914,0.744849277576387,0.000000000000000E+000,0.723601036157952,0.000000000000000E+000,1.865441701427859E-002,1.865441701427859E-002,1.865441701427859E-002,6.240450093471887E-002,1.344358811519689E-002,5.713104055537921E-002,0.308485405805333,6.845141135780888E-002 
 10/11  04:00:00,0.579171486429607,0.916873717454054,0.000000000000000E+000,0.896428131199253,0.000000000000000E+000,2.318979456021878E-002,2.318979456021878E-002,2.318979456021878E-002,6.240450093471887E-002,1.344358811519689E-002,6.754384627102017E-002,0.296832328310603,9.911341492264879E-002 
 10/11  05:00:00,0.770345682717139,0.974557558053725,0.000000000000000E+000,0.951741927024413,0.000000000000000E+000,2.462454506238718E-002,2.462454506238718E-002,2.462454506238718E-002,6.760487800424524E-002,1.456388726781349E-002,8.031657622981735E-002,0.331241021700550,0.235350761137125 
 10/11  06:00:00,1.22557791831441,1.28537154863988,0.000000000000000E+000,1.25901033062790,0.000000000000000E+000,3.252413471637418E-002,3.252413471637418E-002,3.252413471637418E-002,0.140410133078017,3.024806682343410E-002,0.134040478370362,0.382716427011910,0.488994664999111 
 10/11  07:00:00,1.58671691683815,1.30057459733993,0.000000000000000E+000,1.27256382816489,0.000000000000000E+000,3.290362525888970E-002,3.290362525888970E-002,3.290362525888970E-002,0.286020659158625,6.161643623188955E-002,0.211649359444424,0.406664877611314,0.556217933817805 
 10/11  08:00:00,1.50445555166051,1.01011126970132,0.000000000000000E+000,0.986429782314389,0.000000000000000E+000,2.528198371836807E-002,2.528198371836807E-002,2.528198371836807E-002,0.254818380808402,5.489465504580890E-002,0.272982444946349,0.343811664352345,0.536022409474040 
 10/11  09:00:00,1.29686233503053,0.914615878849326,0.000000000000000E+000,0.894461018086867,0.000000000000000E+000,2.290309209172232E-002,2.290309209172232E-002,2.290309209172232E-002,0.124809033735567,2.688717623039378E-002,0.334361574552576,0.292611528588105,0.478645916516966 
 10/11  10:00:00,1.22726919995623,1.17492957268223,0.000000000000000E+000,1.15430070296487,0.000000000000000E+000,2.977520381616539E-002,2.977520381616539E-002,2.977520381616539E-002,9.880714838793546E-002,2.128568046731075E-002,0.349120160276377,0.299493267266094,0.412143726427151 
 10/11  11:00:00,1.15932465213965,0.180086954440127,0.000000000000000E+000,0.159451764603365,0.000000000000000E+000,4.059471214636846E-003,4.059471214636846E-003,4.059471214636846E-003,9.880714838793546E-002,2.128568046731075E-002,0.365248998427415,0.299585023781800,0.353694316545352 
 10/11  12:00:00,1.09497813416050,2.028758326983269E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.880714838793546E-002,2.128568046731075E-002,0.356106421993124,0.294538415417941,0.307596454578989 
 10/11  13:00:00,1.04448255096203,2.098911652308856E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.880714838793546E-002,2.128568046731075E-002,0.322279706030025,0.304723388661366,0.280742614100195 
 10/11  14:00:00,1.00917826813665,2.217097885064581E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.880714838793546E-002,2.128568046731075E-002,0.297038917789125,0.321881857098485,0.253520651078596 
 10/11  15:00:00,1.04725938131181,2.340340213339267E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.104007541390527,2.240598305233210E-002,0.307124024749640,0.339774377661257,0.257303441142857 
 10/11  16:00:00,1.22432218628312,2.768212296631377E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.130009347072834,2.800747881541513E-002,0.357692282510922,0.401893538794574,0.290075525774177 
 10/11  17:00:00,1.57404295186796,3.362935532049217E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.213215396118320,4.593226868968556E-002,0.448632307290634,0.488236420074412,0.361382546379706 
 10/11  18:00:00,1.88120594212478,3.651132976630016E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.390028120883828,8.402241928422165E-002,0.402559212612476,0.530077391236588,0.427874760792468 
 10/11  19:00:00,2.06944795935832,3.768687197445874E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.613644303007330,0.132195275981926,0.320359868498665,0.547144103158002,0.439460395397199 
 10/11  20:00:00,2.08516789830415,3.898249645119248E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.676048780042452,0.145638872678135,0.281112892369017,0.565954188877839,0.399769151021501 
 10/11  21:00:00,1.87390799595166,3.807239925777948E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.566840925314658,0.122112587040781,0.263645119876690,0.552741250616099,0.351924099788227 
 10/11  22:00:00,1.50261700293693,3.294678242543235E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.426430792236641,9.186452021734738E-002,0.211086897798320,0.478326716378109,0.278264062991311 
 10/11  23:00:00,1.13232975226851,2.863014087611910E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.296421365498483,6.385704140193225E-002,0.140854700817263,0.415657016150552,0.198895615085078 
 10/11  24:00:00,0.748789321253383,2.368148738693553E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.150810919083199,3.248867199347680E-002,9.118414100106639E-002,0.343811664352345,0.113849911508098 
 10/12  01:00:00,0.599295140515115,2.180441192552108E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.360675538534440E-002,2.016537788228940E-002,7.694702792945837E-002,0.316559979187506,7.537198681531537E-002 
 10/12  02:00:00,0.537050076809623,9.343464420002889E-002,0.000000000000000E+000,7.188303705045586E-002,0.000000000000000E+000,1.826570827181345E-003,1.826570827181345E-003,1.826570827181345E-003,6.240450093471887E-002,1.344358811519689E-002,6.437536283861907E-002,0.312889718559247,6.546632221946143E-002 
 10/12  03:00:00,0.537735871514389,0.449892084128849,0.000000000000000E+000,0.428643842710414,0.000000000000000E+000,1.100249747442072E-002,1.100249747442072E-002,1.100249747442072E-002,6.240450093471887E-002,1.344358811519689E-002,5.713104055537921E-002,0.308485405805333,6.862482531414078E-002 
 10/12  04:00:00,0.577451029717746,0.837741004955904,0.000000000000000E+000,0.817295418701104,0.000000000000000E+000,2.111514144958892E-002,2.111514144958892E-002,2.111514144958892E-002,6.240450093471887E-002,1.344358811519689E-002,6.754384627102017E-002,0.296832328310603,9.946761132141789E-002 
 10/12  05:00:00,0.773759966579256,1.06521177967598,0.000000000000000E+000,1.04239614864666,0.000000000000000E+000,2.691866032833415E-002,2.691866032833415E-002,2.691866032833415E-002,6.760487800424524E-002,1.456388726781349E-002,8.031657622981735E-002,0.331241021700550,0.236470929733295 
 10/12  06:00:00,1.23496729147603,1.55259153042496,0.000000000000000E+000,1.52623031241298,0.000000000000000E+000,3.935501063753805E-002,3.935501063753805E-002,3.935501063753805E-002,0.140410133078017,3.024806682343410E-002,0.134040478370362,0.382716427011910,0.491553162239568 
 10/12  07:00:00,1.59051437865145,1.34262653636971,0.000000000000000E+000,1.31461576719466,0.000000000000000E+000,3.371282562441531E-002,3.371282562441531E-002,3.371282562441531E-002,0.286020659158625,6.161643623188955E-002,0.211649359444424,0.406664877611314,0.559206195265579 
 10/12  08:00:00,1.51729965208039,1.40526456748607,0.000000000000000E+000,1.38158308009913,0.000000000000000E+000,3.521778620492198E-002,3.521778620492198E-002,3.521778620492198E-002,0.254818380808402,5.489465504580890E-002,0.272982444946349,0.343811664352345,0.538930707407365 
 10/12  09:00:00,1.31042227438755,1.34887377443611,0.000000000000000E+000,1.32871891367365,0.000000000000000E+000,3.385111317308554E-002,3.385111317308554E-002,3.385111317308554E-002,0.124809033735567,2.688717623039378E-002,0.334361574552576,0.292611528588105,0.481257834792626 
 10/12  10:00:00,1.23347004349300,1.34068773438035,0.000000000000000E+000,1.32005886466299,0.000000000000000E+000,3.373338612213619E-002,3.373338612213619E-002,3.373338612213619E-002,9.880714838793546E-002,2.128568046731075E-002,0.349120160276377,0.299493267266094,0.414386387657950 
 10/12  11:00:00,1.15707534774612,2.063518983676127E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.880714838793546E-002,2.128568046731075E-002,0.365248998427415,0.299585023781800,0.355504483366454 
 10/12  12:00:00,1.09642269991095,2.028758326983269E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.880714838793546E-002,2.128568046731075E-002,0.356106421993124,0.294538415417941,0.309041020329441 
 10/12  13:00:00,1.04571735192943,2.098911652308856E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.880714838793546E-002,2.128568046731075E-002,0.322279706030025,0.304723388661366,0.281977415067596 
 10/12  14:00:00,1.01005775265186,2.217097885064581E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.880714838793546E-002,2.128568046731075E-002,0.297038917789125,0.321881857098485,0.254400135593803 
 10/12  15:00:00,1.04798412582324,2.340340213339267E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.104007541390527,2.240598305233210E-002,0.307124024749640,0.339774377661257,0.258028185654281 
 10/12  16:00:00,1.22470770115450,2.768212296631377E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.130009347072834,2.800747881541513E-002,0.357692282510922,0.401893538794574,0.290461040645560 
 10/12  17:00:00,1.57466942949782,3.362935532049217E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.213215396118320,4.593226868968556E-002,0.448632307290634,0.488236420074412,0.362009024009565 
 10/12  18:00:00,1.89887202739820,3.651132976630016E-002,0.000000000000000E+000,0.000000000000000E+000,1.238234463268456E-002,4.267760383648326E-003,1.665010501633288E-002,4.267760383648326E-003,0.390028120883828,8.402241928422165E-002,0.402559212612476,0.530077391236588,0.428890741049552 
 10/12  19:00:00,2.07062773379878,3.768687197445874E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.613644303007330,0.132195275981926,0.320359868498665,0.547144103158002,0.440640169837659 
 10/12  20:00:00,2.08650972606394,3.898249645119248E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.676048780042452,0.145638872678135,0.281112892369017,0.565954188877839,0.401110978781293 
 10/12  21:00:00,1.87537325257259,3.807239925777948E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.566840925314658,0.122112587040781,0.263645119876690,0.552741250616099,0.353389356409159 
 10/12  22:00:00,1.50371737274453,3.294678242543235E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.426430792236641,9.186452021734738E-002,0.211086897798320,0.478326716378109,0.279364432798915 
 10/12  23:00:00,1.13336130748051,2.863014087611910E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.296421365498483,6.385704140193225E-002,0.140854700817263,0.415657016150552,0.199927170297080 
 10/12  24:00:00,0.749281198390532,2.368148738693553E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.150810919083199,3.248867199347680E-002,9.118414100106639E-002,0.343811664352345,0.114341788645244 
 10/13  01:00:00,0.599598728428921,2.180441192552108E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.360675538534440E-002,2.016537788228940E-002,7.694702792945837E-002,0.316559979187506,7.567557472912245E-002 
 10/13  02:00:00,0.544143579642907,0.355753119222176,0.000000000000000E+000,0.334201512072604,0.000000000000000E+000,8.611121691646925E-003,8.611121691646925E-003,8.611121691646925E-003,6.240450093471887E-002,1.344358811519689E-002,6.437536283861907E-002,0.312889718559247,6.577527418828030E-002 
 10/13  03:00:00,0.548573259505220,0.857562719148696,0.000000000000000E+000,0.836314477730261,0.000000000000000E+000,2.166529133779876E-002,2.166529133779876E-002,2.166529133779876E-002,6.240450093471887E-002,1.344358811519689E-002,5.713104055537921E-002,0.308485405805333,6.879941944159403E-002 
 10/13  04:00:00,0.590532459880223,1.32914638304319,0.000000000000000E+000,1.30870079678839,0.000000000000000E+000,3.384013369754391E-002,3.384013369754391E-002,3.384013369754391E-002,6.240450093471887E-002,1.344358811519689E-002,6.754384627102017E-002,0.296832328310603,9.982404923593884E-002 
 10/13  05:00:00,0.791983025282455,1.73475168037518,0.000000000000000E+000,1.71193604934586,0.000000000000000E+000,4.401454830918603E-002,4.401454830918603E-002,4.401454830918603E-002,6.760487800424524E-002,1.456388726781349E-002,8.031657622981735E-002,0.331241021700550,0.237598100455642 
 10/13  06:00:00,1.25951630748166,2.41897596976442,0.000000000000000E+000,2.39261475175243,0.000000000000000E+000,6.132954263256069E-002,6.132954263256069E-002,6.132954263256069E-002,0.140410133078017,3.024806682343410E-002,0.134040478370362,0.382716427011910,0.494127646250170 
 10/13  07:00:00,1.61702595830239,2.28168762014611,0.000000000000000E+000,2.25367685097106,0.000000000000000E+000,5.721749858735781E-002,5.721749858735781E-002,5.721749858735781E-002,0.286020659158625,6.161643623188955E-002,0.211649359444424,0.406664877611314,0.562213101953577 
 10/13  08:00:00,1.54074404938854,2.23502593948137,0.000000000000000E+000,2.21134445209444,0.000000000000000E+000,5.573573419588974E-002,5.573573419588974E-002,5.573573419588974E-002,0.254818380808402,5.489465504580890E-002,0.272982444946349,0.343811664352345,0.541857156724545 
 10/13  09:00:00,1.32475849891508,1.83539933851863,0.000000000000000E+000,1.81524447775617,0.000000000000000E+000,4.555911451460912E-002,4.555911451460912E-002,4.555911451460912E-002,0.124809033735567,2.688717623039378E-002,0.334361574552576,0.292611528588105,0.483886057978628 
 10/13  10:00:00,1.23730538818224,1.42403141992279,0.000000000000000E+000,1.40340255020543,0.000000000000000E+000,3.531206636315132E-002,3.531206636315132E-002,3.531206636315132E-002,9.880714838793546E-002,2.128568046731075E-002,0.349120160276377,0.299493267266094,0.416643052106178 
 10/13  11:00:00,1.16209742388824,0.143457564209171,0.000000000000000E+000,0.122822374372410,0.000000000000000E+000,3.019062403623352E-003,3.019062403623352E-003,3.019062403623352E-003,9.880714838793546E-002,2.128568046731075E-002,0.365248998427415,0.299585023781800,0.357507497104958 
 10/13  12:00:00,1.09817429877080,2.028758326983269E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.880714838793546E-002,2.128568046731075E-002,0.356106421993124,0.294538415417941,0.310792619189288 
 10/13  13:00:00,1.04735842713741,2.098911652308856E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.880714838793546E-002,2.128568046731075E-002,0.322279706030025,0.304723388661366,0.283618490275572 
 10/13  14:00:00,1.01182517998179,2.217097885064581E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.880714838793546E-002,2.128568046731075E-002,0.297038917789125,0.321881857098485,0.256167562923734 
 10/13  15:00:00,1.04998223932901,2.340340213339267E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.104007541390527,2.240598305233210E-002,0.307124024749640,0.339774377661257,0.260026299160058 
 10/13  16:00:00,1.22720976178431,2.768212296631377E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.130009347072834,2.800747881541513E-002,0.357692282510922,0.401893538794574,0.292963101275366 
 10/13  17:00:00,1.57742499257114,3.362935532049217E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.213215396118320,4.593226868968556E-002,0.448632307290634,0.488236420074412,0.364764587082889 
 10/13  18:00:00,1.88537886080315,3.651132976630016E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.390028120883828,8.402241928422165E-002,0.402559212612476,0.530077391236588,0.432047679470839 
 10/13  19:00:00,2.07419389547987,3.768687197445874E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.613644303007330,0.132195275981926,0.320359868498665,0.547144103158002,0.444206331518748 
 10/13  20:00:00,2.09003665810728,3.898249645119248E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.676048780042452,0.145638872678135,0.281112892369017,0.565954188877839,0.404637910824642 
 10/13  21:00:00,1.87866306913103,3.807239925777948E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.566840925314658,0.122112587040781,0.263645119876690,0.552741250616099,0.356679172967602 
 10/13  22:00:00,1.50651777507475,3.294678242543235E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.426430792236641,9.186452021734738E-002,0.211086897798320,0.478326716378109,0.282164835129138 
 10/13  23:00:00,1.13547610562104,2.863014087611910E-002,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.296421365498483,6.385704140193225E-002,0.140854700817263,0.415657016150552,0.202041968437605 
 10/13  24:00:00,0.754459304740589,0.176812420414352,0.000000000000000E+000,0.153130933027417,0.000000000000000E+000,3.772777475803121E-003,3.772777475803121E-003,3.772777475803121E-003,0.150810919083199,3.248867199347680E-002,9.118414100106639E-002,0.343811664352345,0.115747117519500 
