Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 04/15  05:00:00,0.779587013265278,9.39171213969265,0.000000000000000E+000,8.66825572519942,0.000000000000000E+000,0.238665553421708,0.238665553421708,0.238665553421708,6.934340918976298E-002,1.510816208327000E-002,9.029493158039664E-002,0.349062943300542,0.699413756996100 
 04/15  06:00:00,0.965463573831219,10.6402515986584,0.000000000000000E+000,9.33462977836052,0.000000000000000E+000,0.257013019996928,0.257013019996928,0.257013019996928,0.114212654290690,2.488402738120598E-002,0.148933953623333,0.403307904849463,1.27784289386556 
 04/15  07:00:00,1.20911477417792,10.7368773063183,0.000000000000000E+000,9.26259582607404,0.000000000000000E+000,0.255029688674846,0.255029688674846,0.255029688674846,0.212109227053126,4.621319630977747E-002,0.235105770880487,0.428544865570085,1.44476428965495 
 04/15  08:00:00,1.13505533028299,10.1386333379140,0.000000000000000E+000,8.70134146212216,0.000000000000000E+000,0.239576512438534,0.239576512438534,0.239576512438534,0.171318981436035,3.732604107180897E-002,0.307411851301548,0.362309930345465,1.41233679611267 
 04/15  09:00:00,1.03968543613784,9.79624284544059,0.000000000000000E+000,8.48609830010224,0.000000000000000E+000,0.233650161161843,0.233650161161843,0.233650161161843,8.158048287489020E-002,1.777430683338409E-002,0.381213422773294,0.308355048804828,1.28890575454659 
 04/15  10:00:00,1.07240531864938,10.5246047752105,0.000000000000000E+000,9.36578994992141,0.000000000000000E+000,0.257870961874286,0.257870961874286,0.257870961874286,6.526438462805398E-002,1.421944655947315E-002,0.402331462886063,0.315607049011904,1.13707653330276 
 04/15  11:00:00,1.04606161275986,8.81627719729431,0.000000000000000E+000,7.79703712885816,0.000000000000000E+000,0.214678043703622,0.214678043703622,0.214678043703622,6.526438462805398E-002,1.421944655947315E-002,0.419083981831112,0.315703742347997,0.997495116433913 
 04/15  12:00:00,1.01741689267380,8.38524150139414,0.000000000000000E+000,7.47180282519295,0.000000000000000E+000,0.205723275000811,0.205723275000811,0.205723275000811,6.526438462805398E-002,1.421944655947315E-002,0.404712163933058,0.310385608862808,0.892060025074913 
 04/15  13:00:00,0.976647673255900,7.78016699215167,0.000000000000000E+000,6.93147739701187,0.000000000000000E+000,0.190846341113205,0.190846341113205,0.190846341113205,6.526438462805398E-002,1.421944655947315E-002,0.368086918096288,0.321118569169280,0.826571682245633 
 04/15  14:00:00,0.959306081999252,7.50522539499087,0.000000000000000E+000,6.71748236763587,0.000000000000000E+000,0.184954355028040,0.184954355028040,0.184954355028040,6.526438462805398E-002,1.421944655947315E-002,0.338555659075166,0.339200223018920,0.764379691482456 
