Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 09/27  23:00:00,1.06271026624304,5.24619475769898,0.000000000000000E+000,4.73553900861143,0.000000000000000E+000,0.130384944107579,0.130384944107579,0.130384944107579,0.314564789770669,6.853563477971396E-002,0.146949182294076,0.385163701601401,0.484126553893222 
 09/27  24:00:00,0.772507352114812,5.61793141364873,0.000000000000000E+000,5.25051413790106,0.000000000000000E+000,0.144563900996567,0.144563900996567,0.144563900996567,0.159561806269983,3.476445216053948E-002,9.791613045497836E-002,0.318589048543143,0.345473590451151 
 09/28  01:00:00,0.671416698789696,6.14544883109999,0.000000000000000E+000,5.84310421842327,0.000000000000000E+000,0.160879852440973,0.160879852440973,0.160879852440973,9.573711719915248E-002,2.085867858142951E-002,8.349244294370009E-002,0.293336593934840,0.282140258720751 
 09/28  02:00:00,0.620786946174737,6.25298867103871,0.000000000000000E+000,5.96820204397301,0.000000000000000E+000,0.164324206497106,0.164324206497106,0.164324206497106,6.382473086728384E-002,1.390578086421579E-002,7.168462430934135E-002,0.289935589947189,0.264816526488931 
 09/28  03:00:00,0.613618389769669,6.41680237093721,0.000000000000000E+000,6.12808564792671,0.000000000000000E+000,0.168726327296303,0.168726327296303,0.168726327296303,6.382473086728384E-002,1.390578086421579E-002,6.419515189025571E-002,0.285854385162011,0.269027726488801 
 09/28  04:00:00,0.616921245775905,6.63918560328634,0.000000000000000E+000,6.30097272691129,0.000000000000000E+000,0.173486476476647,0.173486476476647,0.173486476476647,6.382473086728384E-002,1.390578086421579E-002,7.353604637693699E-002,0.275056197501220,0.319267634332275 
 09/28  05:00:00,0.668778264357447,6.95620477408259,0.000000000000000E+000,6.39515950063065,0.000000000000000E+000,0.176079747739906,0.176079747739906,0.176079747739906,6.838363722948601E-002,1.489905222685725E-002,8.536320358615601E-002,0.306940609885441,0.539903905979190 
 09/28  06:00:00,0.854544223203623,7.93949343690053,0.000000000000000E+000,6.96344986300168,0.000000000000000E+000,0.191726648124399,0.191726648124399,0.191726648124399,0.127649461734568,2.781156537098450E-002,0.135604843471835,0.354639690812237,0.951616802782822 
 09/28  07:00:00,1.10501463247175,8.09595798104487,0.000000000000000E+000,7.00593084522297,0.000000000000000E+000,0.192896289105601,0.192896289105601,0.192896289105601,0.241622204382529,5.264332211787399E-002,0.208909549344490,0.376831241831655,1.06407186140660 
 09/28  08:00:00,1.02777165843288,7.53068791452101,0.000000000000000E+000,6.47555085398337,0.000000000000000E+000,0.178293185765559,0.178293185765559,0.178293185765559,0.200592047122709,4.370389624558903E-002,0.269481467066278,0.318589048543143,1.03319337524113 
