Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 12/08  14:00:00,0.996040148814051,5.60130237387651,0.000000000000000E+000,4.83165354360985,0.000000000000000E+000,0.133031292971121,0.133031292971121,0.133031292971121,0.132355408019962,2.883687116522848E-002,0.317848037359318,0.366856525608822,0.744380591500322 
 12/08  15:00:00,1.01172432583781,5.66601167381027,0.000000000000000E+000,4.95024023387005,0.000000000000000E+000,0.136296374085090,0.136296374085090,0.136296374085090,0.146287587029976,3.187233799785000E-002,0.292642405135342,0.387513607899952,0.689080388572456 
 12/08  16:00:00,1.11242268391219,5.71330922052894,0.000000000000000E+000,4.98894371572220,0.000000000000000E+000,0.137362008072875,0.137362008072875,0.137362008072875,0.202016219477126,4.401416890280695E-002,0.302863858133087,0.409054415636696,0.696190771849272 
 12/08  17:00:00,1.43412049075134,5.81868862803790,0.000000000000000E+000,5.02264421612252,0.000000000000000E+000,0.138289893547602,0.138289893547602,0.138289893547602,0.362235901924209,7.892197373327849E-002,0.353721026385214,0.483839681471435,0.762718640823341 
 12/08  18:00:00,1.97599699670855,6.53799542993077,0.000000000000000E+000,5.59324816847109,0.000000000000000E+000,0.154000494663810,0.154000494663810,0.154000494663810,0.633912849265593,0.138113458586428,0.445070293491817,0.587787887011303,0.904261775619345 
 12/08  19:00:00,2.24947834431576,6.44864166716982,0.000000000000000E+000,5.37042472979290,0.000000000000000E+000,0.147865433471180,0.147865433471180,0.147865433471180,0.835928985149814,0.182127627489235,0.398284023104866,0.638160237411070,1.03426191920372 
 12/08  20:00:00,2.05972923106707,5.39909475121443,0.000000000000000E+000,4.29945001529212,0.000000000000000E+000,0.118377981665401,0.118377981665401,0.118377981665401,0.780200436295569,0.169985796584278,0.315346148810717,0.658706854021501,1.05427451377125 
 12/08  21:00:00,1.95161359135989,5.08914413312811,0.000000000000000E+000,4.06511261046390,0.000000000000000E+000,0.111925903163824,0.111925903163824,0.111925903163824,0.710539708431312,0.154808498846700,0.275875148663200,0.681352318565255,0.977101532688037 
 12/08  22:00:00,1.78142377852996,4.95829343974683,0.000000000000000E+000,4.02846123660872,0.000000000000000E+000,0.110916770449916,0.110916770449916,0.110916770449916,0.599082443537010,0.130524800611257,0.258342489697899,0.665445260544277,0.883997854951288 
 12/08  23:00:00,1.45707650817146,4.95914580282341,0.000000000000000E+000,4.18629066438224,0.000000000000000E+000,0.115262333031358,0.115262333031358,0.115262333031358,0.445828808798481,9.713473830347846E-002,0.205881020852975,0.575857593495570,0.733191383942852 
 12/08  24:00:00,1.15733025478670,5.03897083561603,0.000000000000000E+000,4.43523357598686,0.000000000000000E+000,0.122116549110356,0.122116549110356,0.122116549110356,0.313473400778520,6.829786713824999E-002,0.135920890493347,0.500409533576620,0.569270195006605 
 12/09  01:00:00,0.850256998887135,5.20359519863322,0.000000000000000E+000,4.76367163962807,0.000000000000000E+000,0.131159527848951,0.131159527848951,0.131159527848951,0.160219766039990,3.490778661770695E-002,9.294299910333617E-002,0.413914905587548,0.411414046612063 
 12/09  02:00:00,0.728501165965403,5.26631824739892,0.000000000000000E+000,4.91490198659586,0.000000000000000E+000,0.135323396059288,0.135323396059288,0.135323396059288,9.752508588428629E-002,2.124823140282152E-002,7.618584051012475E-002,0.381106598419282,0.325166509600452 
 12/09  03:00:00,0.671305399568696,5.36884032598160,0.000000000000000E+000,5.04206522692976,0.000000000000000E+000,0.138824617768860,0.138824617768860,0.138824617768860,6.269468015570399E-002,1.365957342765000E-002,6.232654333565033E-002,0.376687971191233,0.300829692790687 
 12/09  04:00:00,0.659339491970471,5.43621743257311,0.000000000000000E+000,5.10331889532807,0.000000000000000E+000,0.140511132464648,0.140511132464648,0.140511132464648,6.269468015570399E-002,1.365957342765000E-002,5.397647371529803E-002,0.371385618517571,0.307318344913663 
 12/09  05:00:00,0.657038042538497,5.50087001887622,0.000000000000000E+000,5.09900588890459,0.000000000000000E+000,0.140392381230535,0.140392381230535,0.140392381230535,6.269468015570399E-002,1.365957342765000E-002,6.582291696649339E-002,0.357356477068514,0.377250232829470 
 12/09  06:00:00,0.719325915036213,5.73611857514155,0.000000000000000E+000,5.03087424335220,0.000000000000000E+000,0.138516493231058,0.138516493231058,0.138516493231058,6.966075294212971E-002,1.517730320140785E-002,8.007824464053613E-002,0.398781107331481,0.677777200820827 
 12/09  07:00:00,0.928634123429740,6.07624919032507,0.000000000000000E+000,4.80241192942475,0.000000000000000E+000,0.132226175280356,0.132226175280356,0.132226175280356,0.146287587029976,3.187233799785000E-002,0.140383655227083,0.460752354204875,1.24210169212756 
 12/09  08:00:00,1.25515924643581,6.52651957082512,0.000000000000000E+000,5.08810442033808,0.000000000000000E+000,0.140092227991980,0.140092227991980,0.140092227991980,0.299541221768505,6.526240030562848E-002,0.228567473812190,0.489583896867899,1.40469373097109 
 12/09  09:00:00,1.22483150467548,6.35477355465914,0.000000000000000E+000,4.95242559698914,0.000000000000000E+000,0.136356544310194,0.136356544310194,0.136356544310194,0.292575174059952,6.374467599570000E-002,0.301128191032485,0.413914905587548,1.37383844527688 
 12/09  10:00:00,1.07831560360578,6.31590357457232,0.000000000000000E+000,5.03885128192950,0.000000000000000E+000,0.138736127305902,0.138736127305902,0.138736127305902,0.160219766039990,3.490778661770695E-002,0.375064854196324,0.352275055756258,1.25278839218337 
 12/09  11:00:00,1.07878947786354,6.36432028586585,0.000000000000000E+000,5.23482899034601,0.000000000000000E+000,0.144132037362129,0.144132037362129,0.144132037362129,0.132355408019962,2.883687116522848E-002,0.395793165817765,0.360559981808849,1.10465674829511 
 12/09  12:00:00,1.08947963327948,5.96623567098358,0.000000000000000E+000,4.97202123661567,0.000000000000000E+000,0.136896076636463,0.136896076636463,0.136896076636463,0.132355408019962,2.883687116522848E-002,0.413608816278677,0.360670447489552,0.969372278519636 
 12/09  13:00:00,1.06149266429983,5.57320801357232,0.000000000000000E+000,4.68294058233583,0.000000000000000E+000,0.128936736657990,0.128936736657990,0.128936736657990,0.132355408019962,2.883687116522848E-002,0.399656799716067,0.354594835050983,0.865843749682765 
 12/09  14:00:00,1.03242431166505,5.39673182685992,0.000000000000000E+000,4.57001006038993,0.000000000000000E+000,0.125827388436979,0.125827388436979,0.125827388436979,0.132355408019962,2.883687116522848E-002,0.361436104744461,0.366856525608822,0.801453527703654 
 12/09  15:00:00,1.04355696548850,5.45300677333479,0.000000000000000E+000,4.68536214600541,0.000000000000000E+000,0.129003410260116,0.129003410260116,0.129003410260116,0.146287587029976,3.187233799785000E-002,0.331768008611008,0.387513607899952,0.740953575961611 
 12/09  16:00:00,1.14202992593247,5.49418582593737,0.000000000000000E+000,4.71829818461694,0.000000000000000E+000,0.129910247590709,0.129910247590709,0.129910247590709,0.202016219477126,4.401416890280695E-002,0.339922860635529,0.409054415636696,0.747712908362954 
 12/09  17:00:00,1.46258535110934,5.61067867050407,0.000000000000000E+000,4.75195048365304,0.000000000000000E+000,0.130836805923548,0.130836805923548,0.130836805923548,0.362235901924209,7.892197373327849E-002,0.389638974367272,0.483839681471435,0.825402415759007 
