Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Electricity [kWh](Hourly) 
 01/01  01:00:00,0.796120188098263,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.128562513350658,2.636944018843528E-002,9.294299910333617E-002,0.405549349774837,0.127620873620997 
 01/01  02:00:00,0.700110400315058,0.000000000000000E+000,6.077180221103815E-002,0.000000000000000E+000,1.895890373027018E-003,6.266769258406507E-002,1.895890373027018E-003,7.499482716199374E-002,1.538217117002709E-002,7.618584051012475E-002,0.373404125092925,8.240073173592403E-002 
 01/01  03:00:00,0.776739491010557,0.000000000000000E+000,0.189344392154300,0.000000000000000E+000,5.920237323432875E-003,0.195264629477732,5.920237323432875E-003,5.356771943759626E-002,1.098726765447209E-002,6.232654333565033E-002,0.369074801903441,7.044351714166530E-002 
 01/01  04:00:00,0.817765531903983,0.000000000000000E+000,0.238916282248490,0.000000000000000E+000,7.494614088482835E-003,0.246410896336973,7.494614088482835E-003,5.356771943759626E-002,1.098726765447209E-002,5.397647371529803E-002,0.363879614076061,7.386854862358329E-002 
 01/01  05:00:00,0.944576063406171,0.000000000000000E+000,0.328529869560516,0.000000000000000E+000,1.031057734205603E-002,0.338840446902571,1.031057734205603E-002,5.356771943759626E-002,1.098726765447209E-002,6.582291696649339E-002,0.350134012949453,0.110148687435584 
 01/01  06:00:00,1.13342111325583,0.000000000000000E+000,0.304854510436441,0.000000000000000E+000,9.575694744947972E-003,0.314430205181388,9.575694744947972E-003,5.356771943759626E-002,1.098726765447209E-002,8.007824464053613E-002,0.390721417850856,0.268561246430983 
 01/01  07:00:00,1.54258204836672,0.000000000000000E+000,0.215381651288861,0.000000000000000E+000,6.754801576733633E-003,0.222136452865595,6.754801576733633E-003,0.123205777980724,2.527070783085009E-002,0.140383655227083,0.451440175583357,0.565070266819110 
 01/01  08:00:00,2.19176660842311,0.000000000000000E+000,0.473462870932194,0.000000000000000E+000,1.481348718127301E-002,0.488276358113466,1.481348718127301E-002,0.251768291331382,5.164014801928536E-002,0.228567473812190,0.479689009394737,0.646750291692058 
 01/01  09:00:00,1.81453889662156,0.000000000000000E+000,0.169426444048118,0.000000000000000E+000,5.307424450536330E-003,0.174733868498655,5.307424450536330E-003,0.241054754093649,4.944269694347590E-002,0.301128191032485,0.405549349774837,0.627555024218462 
 01/01  10:00:00,1.55279095564578,0.000000000000000E+000,0.104031196577190,0.000000000000000E+000,3.243620742551240E-003,0.107274817319741,3.243620742551240E-003,0.123205777980724,2.527070783085009E-002,0.375064854196324,0.345155291281545,0.561744494976600 
