Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 03/16  21:00:00,1.96653408978042,8.23378816414326,0.000000000000000E+000,7.13354758036478,0.000000000000000E+000,0.196409997016866,0.196409997016866,0.196409997016866,0.713906579941488,0.155542054365294,0.285979116882669,0.597584327884505,1.05908034148769 
 03/16  22:00:00,1.82141025612971,9.03616698451022,0.000000000000000E+000,8.03926998852307,0.000000000000000E+000,0.221347510011680,0.221347510011680,0.221347510011680,0.599082443537010,0.130524800611257,0.269710545482451,0.583632942797706,0.956697693205109 
 03/16  23:00:00,1.53391527242030,9.78164467118189,0.000000000000000E+000,8.95624170346444,0.000000000000000E+000,0.246594753373724,0.246594753373724,0.246594753373724,0.449311874449212,9.789360956482500E-002,0.217943504277125,0.505059517065810,0.790615622863064 
 03/16  24:00:00,1.25385525072221,10.3394895595885,0.000000000000000E+000,9.69853755783487,0.000000000000000E+000,0.267032596522598,0.267032596522598,0.267032596522598,0.314518312114448,6.852552669537749E-002,0.147779479178003,0.438887322522180,0.610722446374755 
 03/17  01:00:00,0.943335336899696,10.2654661325804,0.000000000000000E+000,9.81921504270806,0.000000000000000E+000,0.270355244080061,0.270355244080061,0.270355244080061,0.159755323849397,3.480661471051949E-002,9.827947445740333E-002,0.363026666112717,0.421246643072159 
 03/17  02:00:00,0.833506965281736,10.6272293948338,0.000000000000000E+000,10.2694892644279,0.000000000000000E+000,0.282752772455454,0.282752772455454,0.282752772455454,9.485471047418767E-002,2.066642463862648E-002,8.386910965267348E-002,0.334251934371197,0.334717621342450 
 03/17  03:00:00,0.788160567084421,10.8681733790483,0.000000000000000E+000,10.5344165001983,0.000000000000000E+000,0.290047089483708,0.290047089483708,0.290047089483708,6.490060501591859E-002,1.414018642934009E-002,7.158412284098968E-002,0.330376549624864,0.311001297427944 
 03/17  04:00:00,0.783916796011257,11.1603468966807,0.000000000000000E+000,10.8205667974814,0.000000000000000E+000,0.297925747108488,0.297925747108488,0.297925747108488,6.490060501591859E-002,1.414018642934009E-002,6.411215583864807E-002,0.325726087929265,0.317344830946787 
 03/17  05:00:00,0.793449937634159,11.6637814906590,0.000000000000000E+000,11.2563094873692,0.000000000000000E+000,0.309923174679664,0.309923174679664,0.309923174679664,6.490060501591859E-002,1.414018642934009E-002,7.395221645997889E-002,0.313421741359659,0.385884230298485 
 03/17  06:00:00,0.850912333742053,12.0651764936704,0.000000000000000E+000,11.3556254822633,0.000000000000000E+000,0.312657670250225,0.312657670250225,0.312657670250225,6.989295731884501E-002,1.522789461883095E-002,8.626832450802412E-002,0.349753473356527,0.685460791778383 
 03/17  07:00:00,1.02507255398840,13.3182088459737,0.000000000000000E+000,12.0452580033077,0.000000000000000E+000,0.331645518845206,0.331645518845206,0.331645518845206,0.109831800820130,2.392955102837551E-002,0.138447925181248,0.404105744423842,1.24511696286793 
 03/17  08:00:00,1.24418019513796,13.4671094299345,0.000000000000000E+000,12.0357022184374,0.000000000000000E+000,0.331382416699082,0.331382416699082,0.331382416699082,0.194701840125627,4.242057021567902E-002,0.214170712514307,0.429392629893665,1.40183162883936 
 03/17  09:00:00,1.14602862061007,12.3628577414076,0.000000000000000E+000,10.9754295463315,0.000000000000000E+000,0.302189627274281,0.302189627274281,0.302189627274281,0.154762988265052,3.371891198485800E-002,0.275218413283566,0.363026666112717,1.36242374827592 
 03/17  10:00:00,1.04485153519369,11.6156053388937,0.000000000000000E+000,10.3531655769764,0.000000000000000E+000,0.285056656198131,0.285056656198131,0.285056656198131,7.987766192469842E-002,1.740330735525975E-002,0.336436847124624,0.308965048901375,1.24115895571351 
 03/17  11:00:00,1.05771252747357,11.7844657377203,0.000000000000000E+000,10.6666101064887,0.000000000000000E+000,0.293686813691707,0.293686813691707,0.293686813691707,6.490060501591859E-002,1.414018642934009E-002,0.351641513346258,0.316231395300750,1.09607433570027 
 03/17  12:00:00,1.01460597264620,9.53137758650983,0.000000000000000E+000,8.54489667137395,0.000000000000000E+000,0.235269073462626,0.235269073462626,0.235269073462626,6.490060501591859E-002,1.414018642934009E-002,0.366855814129303,0.316328279919408,0.964692946413559 
 03/17  13:00:00,0.982663907425253,8.81469688831517,0.000000000000000E+000,7.92909004221404,0.000000000000000E+000,0.218313894172986,0.218313894172986,0.218313894172986,6.490060501591859E-002,1.414018642934009E-002,0.357197582224207,0.310999625893199,0.864185902885608 
 03/17  14:00:00,0.947283301027784,8.25754850920188,0.000000000000000E+000,7.43221740096050,0.000000000000000E+000,0.204633358242309,0.204633358242309,0.204633358242309,6.490060501591859E-002,1.414018642934009E-002,0.324743319086342,0.321753818564274,0.803169440821236 
 03/17  15:00:00,0.935689488331575,8.03045419890875,0.000000000000000E+000,7.26398956489734,0.000000000000000E+000,0.200001493324177,0.200001493324177,0.200001493324177,6.490060501591859E-002,1.414018642934009E-002,0.299663947619161,0.339871242253379,0.743055079868080 
 03/17  16:00:00,0.977570357343530,8.12231529178801,0.000000000000000E+000,7.34668989893713,0.000000000000000E+000,0.202278505172638,0.202278505172638,0.202278505172638,7.488530962177171E-002,1.631560098704535E-002,0.308215184980723,0.358763742891751,0.750914566456139 
 03/17  17:00:00,1.13346210600827,8.02521009674897,0.000000000000000E+000,7.17260192947895,0.000000000000000E+000,0.197485291532896,0.197485291532896,0.197485291532896,0.114824136404476,2.501725375403699E-002,0.354668780903828,0.424354629723432,0.823379590546020 
 03/17  18:00:00,1.48823464445209,9.61890972409476,0.000000000000000E+000,8.60598604295949,0.000000000000000E+000,0.236951064527480,0.236951064527480,0.236951064527480,0.229648272808951,5.003450750807398E-002,0.438965730037081,0.515523055880909,0.977415631649330 
 03/17  19:00:00,1.75867182207780,8.90099953553868,0.000000000000000E+000,7.74534318175887,0.000000000000000E+000,0.213254739536772,0.213254739536772,0.213254739536772,0.444319538864866,9.680590683916351E-002,0.397477157158294,0.559702441989101,1.11710532918289 
 03/17  20:00:00,1.94095014568939,8.99395784116363,0.000000000000000E+000,7.81441345641360,0.000000000000000E+000,0.215156471078625,0.215156471078625,0.215156471078625,0.663983056912221,0.144664990683150,0.322310632266247,0.577722981059548,1.13975214662100 
 03/17  21:00:00,1.99223506505484,9.16446428390423,0.000000000000000E+000,8.06699869164443,0.000000000000000E+000,0.222110972291282,0.222110972291282,0.222110972291282,0.713906579941488,0.155542054365294,0.285979116882669,0.597584327884505,1.05630534996902 
 03/17  22:00:00,1.82866281595517,9.29706453736760,0.000000000000000E+000,8.30268061619060,0.000000000000000E+000,0.228600069837144,0.228600069837144,0.228600069837144,0.599082443537010,0.130524800611257,0.269710545482451,0.583632942797706,0.954184618394967 
 03/17  23:00:00,1.53520127283101,9.82672412477404,0.000000000000000E+000,9.00294882253952,0.000000000000000E+000,0.247880753784438,0.247880753784438,0.247880753784438,0.449311874449212,9.789360956482500E-002,0.217943504277125,0.505059517065810,0.788987957380141 
 03/17  24:00:00,1.25303056618960,10.3086034064845,0.000000000000000E+000,9.66858528228129,0.000000000000000E+000,0.266207911989993,0.266207911989993,0.266207911989993,0.314518312114448,6.852552669537749E-002,0.147779479178003,0.438887322522180,0.609788568824240 
 03/18  01:00:00,0.964665781011299,10.8171325243477,0.000000000000000E+000,10.3551756407311,0.000000000000000E+000,0.285111999855915,0.285111999855915,0.285111999855915,0.159755323849397,3.480661471051949E-002,0.104853162793151,0.363026666112717,0.436952436816320 
 03/18  02:00:00,0.847408021433541,10.9972797629170,0.000000000000000E+000,10.6310163760179,0.000000000000000E+000,0.292706801374295,0.292706801374295,0.292706801374295,9.485471047418767E-002,2.066642463862648E-002,8.781613688563442E-002,0.334251934371197,0.343240877835680 
