Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 11/16  07:00:00,0.695857986544980,3.42322269020099,0.000000000000000E+000,2.53772409911972,0.000000000000000E+000,7.267412633768372E-002,7.267412633768372E-002,7.267412633768372E-002,9.791810355942018E-002,2.008397258151521E-002,0.133753719414558,0.356353052591803,0.860951269535567 
 11/16  08:00:00,0.918980394829397,2.88552709416638,0.000000000000000E+000,1.89965255873043,0.000000000000000E+000,5.412152662375443E-002,5.412152662375443E-002,5.412152662375443E-002,0.190682622720976,3.911088105302981E-002,0.211338511280563,0.378651817091075,0.959791167157239 
 11/16  09:00:00,0.876915182788627,2.56371177466578,0.000000000000000E+000,1.60977258416883,0.000000000000000E+000,4.546554908931684E-002,4.546554908931684E-002,4.546554908931684E-002,0.185529038323112,3.805383058239011E-002,0.272663512968407,0.320128239765401,0.931887209237854 
 11/16  10:00:00,0.785316734051679,2.26595272244187,0.000000000000000E+000,1.39709481748775,0.000000000000000E+000,3.953664013805819E-002,3.953664013805819E-002,3.953664013805819E-002,0.103071687957284,2.114102305215491E-002,0.334037351732395,0.272455019111786,0.850089885675951 
 11/16  11:00:00,0.788442128403226,2.18195500968683,0.000000000000000E+000,1.40840038031765,0.000000000000000E+000,4.011430140629045E-002,4.011430140629045E-002,4.011430140629045E-002,8.761093476369174E-002,1.796985800087490E-002,0.348809312112515,0.278862710059853,0.754345217351641 
 11/16  12:00:00,0.784076319044590,1.37705189177470,0.000000000000000E+000,0.688278164041196,0.000000000000000E+000,1.953809522925835E-002,1.953809522925835E-002,1.953809522925835E-002,8.761093476369174E-002,1.796985800087490E-002,0.364934273051607,0.278948145939160,0.669558430479446 
 11/16  13:00:00,0.750678475699831,0.621963763464382,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,8.761093476369174E-002,1.796985800087490E-002,0.355773498298021,0.274249172577245,0.603072154219193 
 11/16  14:00:00,0.726340960899809,0.582406397533859,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,8.761093476369174E-002,1.796985800087490E-002,0.321952600894858,0.283732555180382,0.562861527034398 
 11/16  15:00:00,0.729503178495170,0.543501515014367,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,9.791810355942018E-002,2.008397258151521E-002,0.296717025683342,0.299709064610896,0.522856105284736 
 11/16  16:00:00,0.805922329279373,0.548950073964705,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.139146778742334,2.854037634663281E-002,0.306791101054537,0.316369061075869,0.527157043112703 
 11/16  17:00:00,1.05092876192309,0.598759898918128,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.252525635495347,5.179548670070621E-002,0.357323476299952,0.374209151367082,0.572982562938714 
 11/16  18:00:00,1.45820540728399,0.707902744296348,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.448361776116323,9.196341822437572E-002,0.448200887087803,0.454604313795488,0.676587400746926 
 11/16  19:00:00,1.67983944625083,0.803573285141978,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.613276543345842,0.125789046924207,0.402135745161050,0.493563074759733,0.769574273737165 
 11/16  20:00:00,1.58357245104502,0.821385387082189,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.613276543345842,0.125789046924207,0.319977700404031,0.509454148310937,0.786291721683732 
 11/16  21:00:00,1.50596796003386,0.768246010444636,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.566894283765064,0.116275592688450,0.280754567951364,0.526968503568985,0.731945871558559 
 11/16  22:00:00,1.37062866699557,0.698884535414281,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.479283349001372,9.830573468757482E-002,0.263298834297921,0.514665736948699,0.663431870587800 
 11/16  23:00:00,1.09974606273382,0.587945443077809,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.000000000000000E+000,0.355597323452631,7.293650975286112E-002,0.210759978638061,0.445377238830273,0.557265705073085 
 11/16  24:00:00,0.847675603855430,0.714841735842587,0.000000000000000E+000,0.244509292249454,0.000000000000000E+000,6.914533564600538E-003,6.914533564600538E-003,6.914533564600538E-003,0.247372051097483,5.073843623006651E-002,0.140551037640066,0.387024533263215,0.443672322134974 
 11/17  01:00:00,0.596547680058904,0.878905879579716,0.000000000000000E+000,0.535694431253947,0.000000000000000E+000,1.518585850057158E-002,1.518585850057158E-002,1.518585850057158E-002,0.128839609946605,2.642627540535341E-002,9.089268438097377E-002,0.320128239765401,0.321159467066671 
 11/17  02:00:00,0.515347988926492,1.52321303582375,0.000000000000000E+000,1.23830861422394,0.000000000000000E+000,3.569787863956118E-002,3.569787863956118E-002,3.569787863956118E-002,7.730376596796329E-002,1.585575705959550E-002,7.666179158831476E-002,0.294753783611058,0.264600355588625 
 11/17  03:00:00,0.479811106632767,1.91099857608484,0.000000000000000E+000,1.64140319070745,0.000000000000000E+000,4.719518421136189E-002,4.719518421136189E-002,4.719518421136189E-002,5.153583732885577E-002,1.057050879820527E-002,6.409821579558966E-002,0.291336348438756,0.249526728827203 
 11/17  04:00:00,0.481078948356706,2.36302048889919,0.000000000000000E+000,2.08933975314113,0.000000000000000E+000,5.980009726808065E-002,5.980009726808065E-002,5.980009726808065E-002,5.153583732885577E-002,1.057050879820527E-002,5.686206666957333E-002,0.287235426231993,0.253894570561077 
 11/17  05:00:00,0.484245660726163,2.53493958722865,0.000000000000000E+000,2.21727821873533,0.000000000000000E+000,6.340217919892084E-002,6.340217919892084E-002,6.340217919892084E-002,5.153583732885577E-002,1.057050879820527E-002,6.727705378024802E-002,0.276385069559933,0.298622628335009 
 11/17  06:00:00,0.539086482122241,2.88668538270371,0.000000000000000E+000,2.36947509591903,0.000000000000000E+000,6.722311024153572E-002,6.722311024153572E-002,6.722311024153572E-002,5.668942837650642E-002,1.162755926884497E-002,8.004784787508873E-002,0.308423524300266,0.495964582929496 
